time,flux,flux_err
0.072025136,0.9971844,0.000606063
0.073414025,0.997607661,0.000457542
0.074802914,0.998711375,0.000254973
0.076191803,0.999460818,0.000190712
0.077580692,0.999972938,0.00034972
0.078969581,1.000345022,0.000356343
0.08035847,1.000186898,0.000434413
0.081747358,1.000897221,0.000479018
0.083136247,1.000547404,0.00045235
0.084525136,0.999408201,0.000227704
0.085914025,0.999733286,0.000362769
0.087302914,1.000892699,0.000405547
0.088691803,1.000896125,0.000452581
0.090080692,0.999856264,0.000532423
0.091469581,1.000441485,0.000530746
0.09285847,1.000010414,0.00043599
0.094247358,1.000441485,0.000343857
0.095636247,1.000609338,0.000372304
0.097025136,0.9996719,0.000449114
0.098414025,1.000058508,0.00044786
0.099802914,0.999943273,0.000371164
0.101191803,1.00072334,0.000565112
0.102580692,0.999986366,0.000276354
0.103969581,1.000707308,0.00043362
0.10535847,1.000598787,0.000475651
0.106747358,1.000313507,0.000464187
0.108136247,1.000620984,0.000455041
0.109525136,1.000433401,0.000433674
0.110914025,1.00024294,0.000379647
0.112302914,1.000623999,0.000501027
0.113691803,0.999540976,0.000456027
0.115080692,1.000699635,0.000621785
0.116469581,1.000456969,0.00026213
0.11785847,1.000661406,0.000298439
0.119247358,1.000104548,0.000591705
0.120636247,0.999844685,0.000270953
0.122025136,1.000290213,0.000571753
0.123414025,1.000085502,0.000520684
0.124802914,1.000681274,0.00052087
0.126191803,1.000760199,0.000472193
0.127580692,1.000715256,0.000493551
0.128969581,1.000418329,0.000462411
0.13035847,1.000436827,0.000470989
0.131747358,0.999108328,0.000703257
0.133136247,0.999567352,0.000450215
0.134525136,0.999949233,0.000726804
0.135914025,0.999804606,0.000323767
0.137302914,0.999913265,0.000381509
0.138691803,1.000374208,0.000448838
0.140080692,1.000196079,0.000400338
0.141469581,1.000529454,0.000484591
0.14285847,0.999712185,0.00036159
0.144247358,1.000771435,0.000222932
0.145636247,1.000278018,0.000263978
0.147025136,1.000441897,0.000573475
0.148414025,1.000562887,0.000416413
0.149802914,1.000329127,0.000422359
0.151191803,1.000175114,0.000332083
0.152580692,1.000335978,0.000394475
0.153969581,0.999364971,0.000377296
0.15535847,1.000338171,0.000450744
0.156747358,1.000087146,0.000301517
0.158136247,0.999895521,0.000260637
0.159525136,0.999917307,0.000535029
0.160914025,1.000666339,0.000489138
0.162302914,0.999607568,0.000298875
0.163691803,1.001008894,0.00034095
0.165080692,1.00101643,0.000458696
0.166469581,1.000221017,0.000392446
0.16785847,1.000273633,0.000209158
0.169247358,1.000559599,0.00047848
0.170636247,1.000313233,0.000243852
0.172025136,1.000258013,0.000238225
0.173414025,1.000094682,0.000322396
0.174802914,1.000480811,0.000362869
0.176191803,1.000058371,0.000728395
0.177580692,1.000201149,0.000328509
0.178969581,0.999515764,0.000479883
0.18035847,0.999924364,0.000571552
0.181747358,1.000389691,0.000466182
0.183136247,0.999859826,0.000518991
0.184525136,1.000140311,0.000285808
0.185914025,1.001127007,0.000447483
0.187302914,0.999645455,0.000214911
0.188691803,1.000244859,0.000289748
0.190080692,0.999808991,0.000241692
0.191469581,1.000695662,0.00048747
0.19285847,1.000011784,0.000209588
0.194247358,1.000778697,0.00045463
0.195636247,0.999695742,0.000342027
0.197025136,1.000052068,0.000434491
0.198414025,0.999487332,0.000293712
0.199802914,0.999704032,0.000161636
0.201191803,0.999660528,0.000359707
0.202580692,1.000453406,0.000417756
0.203969581,1.000544937,0.000341209
0.20535847,0.999493566,0.000584252
0.206747358,0.99993786,0.000521771
0.208136247,0.999497129,0.00036294
0.209525136,0.999748222,0.000417376
0.210914025,0.999845782,0.000301262
0.212302914,0.999667858,0.000377738
0.213691803,0.999849481,0.000590606
0.215080692,0.999963484,0.000621228
0.216469581,0.999583453,0.00059598
0.21785847,1.001138654,0.000401064
0.219247358,1.000322687,0.000566358
0.220636247,1.000196627,0.000458834
0.222025136,0.99956009,0.000506221
0.223414025,1.000222935,0.000539133
0.224802914,1.000822407,0.00045625
0.226191803,0.998990147,0.000291693
0.227580692,1.000446966,0.000451163
0.228969581,0.9998799,0.000431293
0.23035847,1.00052822,0.000481519
0.231747358,0.999745344,0.00048824
0.233136247,1.000485881,0.000325558
0.234525136,1.000906128,0.000331443
0.235914025,1.0004408,0.000285747
0.237302914,0.999696085,0.000582955
0.238691803,0.999891478,0.000499196
0.240080692,1.000600431,0.000671443
0.241469581,1.001341447,0.000361074
0.24285847,1.000202519,0.00030727
0.244247358,1.001465041,0.000455266
0.245636247,1.000317754,0.000396919
0.247025136,0.999836053,0.000520526
0.248414025,0.999782203,0.000430211
0.249802914,1.000014524,0.00046588
0.251191803,0.999216987,0.000458536
0.252580692,1.000413807,0.000423752
0.253969581,0.999819953,0.000404484
0.25535847,1.000408189,0.000463803
0.256747358,1.000172648,0.000339346
0.258136247,0.999918746,0.000298497
0.259525136,0.999906003,0.000389011
0.260914025,1.000000548,0.000389407
0.262302914,1.000035078,0.00047542
0.263691803,1.001439281,0.0002561
0.265080692,0.999856675,0.000490705
0.266469581,1.000160179,0.000438974
0.26785847,0.999899015,0.000493754
0.269247358,0.999381756,0.000575803
0.270636247,1.000486566,0.000303961
0.272025136,1.000341459,0.000445744
0.273414025,1.000124964,0.000380733
0.274802914,1.000431894,0.000419193
0.276191803,1.000280484,0.000393883
0.277580692,1.000403667,0.000480411
0.278969581,0.999533028,0.000342096
0.28035847,1.000750607,0.000376817
0.281747358,1.000237733,0.000340854
0.283136247,0.99980584,0.000517821
0.284525136,1.000349955,0.00050712
0.285914025,0.999620449,0.000504564
0.287302914,1.000051657,0.000381085
0.288691803,1.000649348,0.000450911
0.290080692,1.000096738,0.000516815
0.291469581,1.000313233,0.000415536
0.29285847,0.999721845,0.000515557
0.294247358,0.99990107,0.000361888
0.295636247,0.999543237,0.000342268
0.297025136,1.000500679,0.00030117
0.298414025,1.00039298,0.000507787
0.299802914,1.000624273,0.000494002
0.301191803,1.001330211,0.000299331
0.302580692,0.999975267,0.000497358
0.303969581,0.999294815,0.000481225
0.30535847,1.000210466,0.000406443
0.306747358,1.000104685,0.000622198
0.308136247,1.000122361,0.00043529
0.309525136,1.000240885,0.000458474
0.310914025,1.000638523,0.000424066
0.312302914,0.998914647,0.000378235
0.313691803,1.000664009,0.000556933
0.315080692,0.999637508,0.00044901
0.316469581,0.999905592,0.000374043
0.31785847,1.00052548,0.000320227
0.319247358,1.000253765,0.000415975
0.320636247,1.000184843,0.000697714
0.322025136,0.999149709,0.000228621
0.323414025,1.000255957,0.000513554
0.324802914,0.999903194,0.000515784
0.326191803,0.999644564,0.000326375
0.327580692,0.999881887,0.000584707
0.328969581,1.000079199,0.000530776
0.33035847,0.999817898,0.000555782
0.331747358,1.000124005,0.000238902
0.333136247,1.000053576,0.000267156
0.334525136,1.000768968,0.000589254
0.335914025,0.999713144,0.000593638
0.337302914,1.000409559,0.000473141
0.338691803,0.999426357,0.000609129
0.340080692,1.000545622,0.000669105
0.341469581,0.999675189,0.000600899
0.34285847,1.000568505,0.000306883
0.344247358,0.999688412,0.000431586
0.345636247,0.999426699,0.00063538
0.347025136,1.000030145,0.000655149
0.348414025,0.999986503,0.000544874
0.349802914,0.999533371,0.000556716
0.351191803,0.99898261,0.000329612
0.352580692,0.998734532,0.000421788
0.353969581,1.000491636,0.000322221
0.35535847,1.000452721,0.000411804
0.356747358,0.999440196,0.0005962
0.358136247,1.00044957,0.000531959
0.359525136,0.999924501,0.000395178
0.360914025,0.999916622,0.000602816
0.362302914,0.999893534,0.000319747
0.363691803,1.000119209,0.000460432
0.365080692,0.99974507,0.000414054
0.366469581,0.999919842,0.000615932
0.36785847,1.000833643,0.000383512
0.369247358,1.00059632,0.00045971
0.370636247,1.00006029,0.000453108
0.372025136,1.000061112,0.000586631
0.373414025,0.999723558,0.000591122
0.374802914,1.000334745,0.000576174
0.376191803,1.000011921,0.00035147
0.377580692,0.999587084,0.000377711
0.378969581,1.000227183,0.000348625
0.38035847,0.999867088,0.000532866
0.381747358,1.000116058,0.000494417
0.383136247,1.000728684,0.000547206
0.384525136,1.000167441,0.000332137
0.385914025,0.999372027,0.000475853
0.387302914,1.000248284,0.000257976
0.388691803,1.000483688,0.000395915
0.390080692,1.000459298,0.000502506
0.391469581,0.999964511,0.000376033
0.39285847,1.000659899,0.000507861
0.394247358,0.999568928,0.000498528
0.395636247,1.000053028,0.000569053
0.397025136,1.000455736,0.000456745
0.398414025,1.000688536,0.000424216
0.399802914,1.000549733,0.000325923
0.401191803,0.999752401,0.000315726
0.402580692,1.000579604,0.000546998
0.403969581,0.999680396,0.000340148
0.40535847,0.999746989,0.000215489
0.406747358,0.999717597,0.000510595
0.408136247,1.000013839,0.000641686
0.409525136,0.999860511,0.00062248
